日期,最高气温,最低气温,天气,风向,风力,日照时数,空气质量指数
2023-04-02 星期日 ,20℃,13℃,多云~阴,西南风 ,2级,12:41:40,"78
                                       "
2023-04-03 星期一 ,18℃,9℃,多云~小雨,东风 ,3级,12:44:15,"100
                                       "
2023-04-04 星期二 ,12℃,6℃,小雨,东北风 ,3级,12:46:52,"70
                                       "
2023-04-05 星期三 ,17℃,9℃,多云~小雨,北风 ,1级,12:49:27,"40
                                       "
2023-04-06 星期四 ,18℃,5℃,多云~晴,西北风 ,3级,12:52:03,"35
                                       "
2023-04-07 星期五 ,16℃,4℃,晴,西北风 ,4级,12:54:37,"42
                                       "
2023-04-08 星期六 ,22℃,8℃,晴~多云,西南风 ,3级,12:57:12,"32
                                       "
2023-04-09 星期日 ,22℃,10℃,多云,南风 ,2级,12:59:46,"50
                                       "
2023-04-10 星期一 ,28℃,11℃,多云,西南风 ,2级,13:02:20,"86
                                       "
2023-04-11 星期二 ,18℃,5℃,多云~晴,西北风 ,4级,13:04:52,"176
                                       "
2023-04-12 星期三 ,22℃,11℃,多云~晴,西南风 ,3级,13:07:25,"305
                                       "
2023-04-13 星期四 ,22℃,13℃,多云,东南风 ,1级,13:09:57,"277
                                       "
2023-04-14 星期五 ,20℃,8℃,多云~晴,西北风 ,4级,13:12:28,"471
                                       "
2023-04-15 星期六 ,20℃,7℃,多云~晴,西北风 ,2级,13:14:58,"191
                                       "
2023-04-16 星期日 ,21℃,10℃,多云,南风 ,2级,13:17:29,"72
                                       "
2023-04-17 星期一 ,21℃,10℃,多云,东北风 ,2级,13:19:59,"49
                                       "
2023-04-18 星期二 ,27℃,9℃,多云~晴,南风 ,1级,13:22:27,"81
                                       "
2023-04-19 星期三 ,26℃,16℃,多云~扬沙,西南风 ,3级,13:24:55,"71
                                       "
2023-04-20 星期四 ,18℃,12℃,多云~阴,东北风 ,4级,13:27:22,"78
                                       "
2023-04-21 星期五 ,14℃,8℃,多云~小雨,西南风 ,3级,13:29:48,"73
                                       "
2023-04-22 星期六 ,14℃,7℃,多云,南风 ,1级,13:32:13,"38
                                       "
2023-04-23 星期日 ,16℃,6℃,多云,东南风 ,2级,13:34:38,"32
                                       "
2023-04-24 星期一 ,17℃,8℃,多云~阴,西南风 ,3级,13:37:02,"52
                                       "
2023-04-25 星期二 ,20℃,5℃,多云~晴,西北风 ,3级,13:39:24,"56
                                       "
2023-04-26 星期三 ,19℃,10℃,多云,西南风 ,3级,13:41:46,"65
                                       "
2023-04-27 星期四 ,20℃,12℃,多云~小雨,西北风 ,1级,13:44:07,"51
                                       "
2023-04-28 星期五 ,21℃,11℃,雾~多云,西南风 ,2级,13:46:26,"82
                                       "
2023-04-29 星期六 ,24℃,9℃,多云~晴,西北风 ,3级,13:48:45,"67
                                       "
2023-04-30 星期日 ,24℃,11℃,多云~晴,西南风 ,1级,13:51:01,"41
                                       "
2023-05-01 星期一 ,25℃,16℃,多云~小雨,西北风 ,3级,13:53:18,"42
                                       "
2023-05-02 星期二 ,28℃,16℃,多云~晴,东北风 ,3级,13:55:32,"70
                                       "
2023-05-03 星期三 ,27℃,15℃,多云,东南风 ,2级,13:57:45,"77
                                       "
2023-05-04 星期四 ,20℃,15℃,多云~小雨,西北风 ,2级,13:59:57,"82
                                       "
2023-05-05 星期五 ,19℃,14℃,多云,西北风 ,2级,14:02:08,"53
                                       "
2023-05-06 星期六 ,24℃,12℃,多云~晴,东风 ,1级,14:04:17,"23
                                       "
2023-05-07 星期日 ,26℃,11℃,晴,南风 ,1级,14:06:24,"29
                                       "
2023-05-08 星期一 ,28℃,13℃,多云,东南风 ,2级,14:08:30,"37
                                       "
2023-05-09 星期二 ,27℃,14℃,多云,东风 ,3级,14:10:34,"48
                                       "
2023-05-10 星期三 ,27℃,14℃,多云,西南风 ,6级,14:12:37,"58
                                       "
2023-05-11 星期四 ,27℃,13℃,多云,西北风 ,2级,14:14:37,"55
                                       "
2023-05-12 星期五 ,25℃,15℃,小雨~晴,西南风 ,2级,14:16:36,"70
                                       "
2023-05-13 星期六 ,28℃,16℃,多云~晴,东风 ,4级,14:18:34,"57
                                       "
2023-05-14 星期日 ,30℃,16℃,晴,东北风 ,2级,14:20:29,"33
                                       "
2023-05-15 星期一 ,34℃,22℃,多云~晴,东南风 ,3级,14:22:22,"69
                                       "
2023-05-16 星期二 ,34℃,20℃,多云~小雨,西北风 ,1级,14:24:14,"98
                                       "
2023-05-17 星期三 ,27℃,15℃,多云,东北风 ,3级,14:26:03,"84
                                       "
2023-05-18 星期四 ,28℃,14℃,多云~小雨,东南风 ,2级,14:27:49,"56
                                       "
2023-05-19 星期五 ,20℃,14℃,小雨~扬沙,北风 ,5级,14:29:34,"49
                                       "
2023-05-20 星期六 ,24℃,16℃,多云~扬沙,南风 ,2级,14:31:16,"62
                                       "
2023-05-21 星期日 ,26℃,15℃,多云,北风 ,3级,14:32:57,"158
                                       "
2023-05-22 星期一 ,30℃,15℃,晴,东南风 ,1级,14:34:34,"91
                                       "
2023-05-23 星期二 ,30℃,18℃,多云,南风 ,2级,14:36:09,"37
                                       "
2023-05-24 星期三 ,28℃,18℃,多云~小雨,南风 ,2级,14:37:42,"43
                                       "
2023-05-25 星期四 ,25℃,16℃,多云,西北风 ,2级,14:39:12,"70
                                       "
2023-05-26 星期五 ,29℃,19℃,多云,西风 ,2级,14:40:39,"63
                                       "
2023-05-27 星期六 ,22℃,16℃,小雨~多云,东北风 ,2级,14:42:04,"75
                                       "
2023-05-28 星期日 ,28℃,19℃,多云~晴,西风 ,3级,14:43:26,"85
                                       "
2023-05-29 星期一 ,31℃,19℃,多云~小雨,西南风 ,3级,14:44:46,"51
                                       "
2023-05-30 星期二 ,25℃,15℃,多云,东北风 ,4级,14:46:02,"66
                                       "
2023-05-31 星期三 ,26℃,16℃,多云,东南风 ,3级,14:47:15,"54
                                       "
2023-06-01 星期四 ,31℃,16℃,多云~晴,东北风 ,2级,14:48:25,"60
                                       "
2023-06-02 星期五 ,31℃,17℃,多云,东南风 ,2级,14:49:33,"55
                                       "
2023-06-03 星期六 ,33℃,19℃,多云,西南风 ,2级,14:50:37,"35
                                       "
2023-06-04 星期日 ,33℃,20℃,多云~晴,西风 ,2级,14:51:39,"36
                                       "
2023-06-05 星期一 ,35℃,21℃,多云,东南风 ,3级,14:52:36,"36
                                       "
2023-06-06 星期二 ,34℃,22℃,晴,西南风 ,1级,14:53:31,"53
                                       "
2023-06-07 星期三 ,37℃,21℃,阴~晴,南风 ,4级,14:54:23,"36
                                       "
2023-06-08 星期四 ,34℃,19℃,多云,西风 ,4级,14:55:11,"52
                                       "
2023-06-09 星期五 ,34℃,20℃,多云,北风 ,3级,14:55:56,"40
                                       "
2023-06-10 星期六 ,30℃,17℃,多云~晴,东风 ,4级,14:56:37,"30
                                       "
2023-06-11 星期日 ,30℃,17℃,小雨,西北风 ,3级,14:57:15,"27
                                       "
2023-06-12 星期一 ,30℃,19℃,多云,西风 ,2级,14:57:51,"32
                                       "
2023-06-13 星期二 ,33℃,20℃,晴,西北风 ,2级,14:58:22,"40
                                       "
2023-06-14 星期三 ,36℃,21℃,多云~晴,北风 ,4级,14:58:49,"32
                                       "
2023-06-15 星期四 ,37℃,23℃,晴,北风 ,3级,14:59:13,"79
                                       "
2023-06-16 星期五 ,39℃,24℃,晴,北风 ,4级,14:59:34,"94
                                       "
2023-06-17 星期六 ,37℃,22℃,多云~晴,北风 ,2级,14:59:51,"99
                                       "
2023-06-18 星期日 ,34℃,22℃,多云,东南风 ,2级,15:00:04,"90
                                       "
2023-06-19 星期一 ,28℃,18℃,小雨,东风 ,1级,15:00:14,"90
                                       "
2023-06-20 星期二 ,34℃,19℃,多云~晴,东风 ,1级,15:00:21,"69
                                       "
2023-06-21 星期三 ,38℃,22℃,多云~晴,北风 ,3级,15:00:23,"41
                                       "
2023-06-22 星期四 ,41℃,24℃,多云~晴,西北风 ,3级,15:00:23,"35
                                       "
2023-06-23 星期五 ,40℃,26℃,多云,南风 ,3级,15:00:19,"66
                                       "
2023-06-24 星期六 ,40℃,25℃,多云~晴,南风 ,2级,15:00:10,"85
                                       "
2023-06-25 星期日 ,34℃,22℃,多云,东南风 ,2级,14:59:59,"77
                                       "
2023-06-26 星期一 ,32℃,24℃,多云,东北风 ,2级,14:59:44,"73
                                       "
2023-06-27 星期二 ,30℃,25℃,小雨到大雨,西风 ,4级,14:59:25,"49
                                       "
2023-06-28 星期三 ,35℃,25℃,晴,西北风 ,3级,14:59:02,"65
                                       "
2023-06-29 星期四 ,17℃,10℃,晴,西风 ,4级,14:58:37,"46
                                       "
2023-06-30 星期五 ,30℃,26℃,小雨,西南风 ,3级,14:58:08,"48
                                       "
2023-07-01 星期六 ,39℃,25℃,多云,东北风 ,2级,14:57:35,"81
                                       "
2023-07-02 星期日 ,38℃,24℃,多云,南风 ,2级,14:56:59,"81
                                       "
2023-07-03 星期一 ,33℃,23℃,多云~中雨,东南风 ,1级,14:56:19,"90
                                       "
2023-07-04 星期二 ,31℃,21℃,小雨~晴,西风 ,5级,14:55:37,"65
                                       "
2023-07-05 星期三 ,40℃,23℃,晴,东南风 ,3级,14:54:51,"39
                                       "
2023-07-06 星期四 ,41℃,24℃,晴,西风 ,2级,14:54:01,"44
                                       "
2023-07-07 星期五 ,37℃,23℃,多云~晴,西北风 ,3级,14:53:09,"58
                                       "
2023-07-08 星期六 ,37℃,24℃,晴,西风 ,3级,14:52:12,"43
                                       "
2023-07-09 星期日 ,38℃,25℃,晴,南风 ,2级,14:51:14,"29
                                       "
2023-07-10 星期一 ,39℃,26℃,多云~小雨,南风 ,3级,14:50:12,"29
                                       "
2023-07-11 星期二 ,34℃,24℃,多云~小雨,西南风 ,1级,14:49:06,"65
                                       "
2023-07-12 星期三 ,23℃,21℃,小雨,西南风 ,2级,14:47:58,"63
                                       "
2023-07-13 星期四 ,23℃,22℃,小雨~多云,南风 ,1级,14:46:47,"35
                                       "
2023-07-14 星期五 ,35℃,23℃,多云~晴,西南风 ,5级,14:45:33,"24
                                       "
2023-07-15 星期六 ,32℃,23℃,阴~晴,西风 ,1级,14:44:16,"34
                                       "
2023-07-16 星期日 ,36℃,21℃,晴,西南风 ,2级,14:42:56,"28
                                       "
2023-07-17 星期一 ,36℃,23℃,晴,西北风 ,2级,14:41:33,"30
                                       "
2023-07-18 星期二 ,36℃,25℃,晴,东南风 ,4级,14:40:08,"65
                                       "
2023-07-19 星期三 ,37℃,24℃,晴,北风 ,2级,14:38:41,"68
                                       "
2023-07-20 星期四 ,36℃,24℃,小雨~雷阵雨,东北风 ,1级,14:37:10,"74
                                       "
2023-07-21 星期五 ,27℃,21℃,小雨~中雨,东南风 ,2级,14:35:37,"71
                                       "
2023-07-22 星期六 ,26℃,22℃,暴雨~多云,西南风 ,4级,14:34:02,"45
                                       "
2023-07-23 星期日 ,34℃,24℃,多云,西北风 ,3级,14:32:24,"34
                                       "
2023-07-24 星期一 ,34℃,24℃,多云~雷阵雨,西南风 ,2级,14:30:44,"37
                                       "
2023-07-25 星期二 ,34℃,24℃,晴~多云,北风 ,4级,14:29:02,"61
                                       "
2023-07-26 星期三 ,34℃,24℃,大雨~小雨,西南风 ,2级,14:27:17,"50
                                       "
2023-07-27 星期四 ,33℃,24℃,多云~小雨,西南风 ,4级,14:25:30,"57
                                       "
2023-07-28 星期五 ,30℃,23℃,阴~小雨,北风 ,1级,14:23:42,"49
                                       "
2023-07-29 星期六 ,29℃,23℃,小雨~大雨,西北风 ,2级,14:21:51,"26
                                       "
2023-07-30 星期日 ,24℃,21℃,大暴雨~暴雨,南风 ,1级,14:19:59,"29
                                       "
2023-07-31 星期一 ,26℃,24℃,暴雨~大雨,南风 ,2级,14:18:04,"11
                                       "
2023-08-01 星期二 ,28℃,25℃,中雨~小雨,东南风 ,2级,14:16:07,"17
                                       "
2023-08-02 星期三 ,31℃,26℃,多云~晴,西南风 ,3级,14:14:09,"30
                                       "
2023-08-03 星期四 ,32℃,26℃,多云~小雨,西南风 ,2级,14:12:09,"37
                                       "
2023-08-04 星期五 ,34℃,26℃,多云,东北风 ,1级,14:10:07,"57
                                       "
2023-08-05 星期六 ,36℃,25℃,阴~小雨,东北风 ,2级,14:08:05,"44
                                       "
2023-08-06 星期日 ,28℃,23℃,阴~多云,南风 ,2级,14:05:59,"33
                                       "
2023-08-07 星期一 ,27℃,23℃,阴~小雨,东南风 ,1级,14:03:53,"32
                                       "
2023-08-08 星期二 ,31℃,24℃,多云,南风 ,2级,14:01:45,"46
                                       "
2023-08-09 星期三 ,33℃,24℃,多云~小雨,东南风 ,1级,13:59:36,"55
                                       "
2023-08-10 星期四 ,32℃,23℃,多云~阴,东南风 ,2级,13:57:25,"70
                                       "
2023-08-11 星期五 ,29℃,23℃,阴~中雨,东南风 ,1级,13:55:14,"71
                                       "
2023-08-12 星期六 ,31℃,22℃,阴~晴,东风 ,2级,13:53:00,"62
                                       "
2023-08-13 星期日 ,34℃,23℃,多云~晴,南风 ,1级,13:50:46,"26
                                       "
2023-08-14 星期一 ,35℃,24℃,晴,西南风 ,1级,13:48:30,"30
                                       "
2023-08-15 星期二 ,34℃,24℃,阴~晴,西南风 ,2级,13:46:13,"44
                                       "
2023-08-16 星期三 ,35℃,24℃,阴~多云,南风 ,1级,13:43:55,"54
                                       "
2023-08-17 星期四 ,32℃,25℃,阴,东南风 ,2级,13:41:36,"61
                                       "
2023-08-18 星期五 ,36℃,22℃,阴~多云,西北风 ,1级,13:39:16,"56
                                       "
2023-08-19 星期六 ,35℃,23℃,晴~多云,东南风 ,1级,13:36:55,"51
                                       "
2023-08-20 星期日 ,33℃,23℃,阴~中雨,东南风 ,2级,13:34:33,"65
                                       "
2023-08-21 星期一 ,29℃,22℃,阴~晴,西南风 ,2级,13:32:11,"55
                                       "
2023-08-22 星期二 ,31℃,20℃,晴,东北风 ,2级,13:29:48,"38
                                       "
2023-08-23 星期三 ,31℃,21℃,多云~雷阵雨,东南风 ,1级,13:27:23,"25
                                       "
2023-08-24 星期四 ,22℃,18℃,小雨~多云,东北风 ,1级,13:24:58,"29
                                       "
2023-08-25 星期五 ,28℃,21℃,阴~雷阵雨,西南风 ,1级,13:22:33,"24
                                       "
2023-08-26 星期六 ,25℃,25℃,多云,东南风 ,4级,13:20:06,"30
                                       "
2023-08-27 星期日 ,32℃,22℃,晴,西风 ,1级,13:17:38,"30
                                       "
2023-08-28 星期一 ,33℃,25℃,多云,东南风 ,3级,13:15:10,"39
                                       "
2023-08-29 星期二 ,22℃,10℃,阴,北风 ,2级,13:12:41,"28
                                       "
2023-08-30 星期三 ,32℃,20℃,晴,西南风 ,3级,13:10:13,"27
                                       "
2023-08-31 星期四 ,25℃,24℃,晴,东南风 ,4级,13:07:43,"32
                                       "
2023-09-01 星期五 ,30℃,20℃,阴~多云,西南风 ,1级,13:05:12,"37
                                       "
2023-09-02 星期六 ,28℃,20℃,多云~雷阵雨,南风 ,2级,13:02:42,"39
                                       "
2023-09-03 星期日 ,30℃,21℃,阴~多云,东南风 ,1级,13:00:11,"47
                                       "
2023-09-04 星期一 ,30℃,22℃,阴~晴,南风 ,1级,12:57:39,"49
                                       "
2023-09-05 星期二 ,32℃,22℃,阴~多云,东南风 ,2级,12:55:07,"71
                                       "
2023-09-06 星期三 ,32℃,22℃,阴~晴,西南风 ,2级,12:52:35,"99
                                       "
2023-09-07 星期四 ,31℃,23℃,多云~阴,西南风 ,3级,12:50:02,"90
                                       "
2023-09-08 星期五 ,28℃,22℃,阴~雷阵雨,北风 ,2级,12:47:28,"82
                                       "
2023-09-09 星期六 ,23℃,20℃,中雨~小雨,东南风 ,1级,12:44:55,"96
                                       "
2023-09-10 星期日 ,24℃,20℃,阴~多云,南风 ,1级,12:42:21,"28
                                       "
2023-09-11 星期一 ,29℃,19℃,阴~多云,东北风 ,2级,12:39:47,"31
                                       "
2023-09-12 星期二 ,27℃,16℃,晴,东南风 ,1级,12:37:12,"43
                                       "
2023-09-13 星期三 ,27℃,16℃,晴,南风 ,2级,12:34:38,"22
                                       "
2023-09-14 星期四 ,29℃,16℃,多云~晴,西南风 ,2级,12:32:03,"39
                                       "
2023-09-15 星期五 ,29℃,17℃,晴,南风 ,2级,12:29:28,"53
                                       "
2023-09-16 星期六 ,29℃,19℃,多云,南风 ,2级,12:26:53,"62
                                       "
2023-09-17 星期日 ,29℃,19℃,阴~多云,西南风 ,2级,12:24:17,"74
                                       "
2023-09-18 星期一 ,30℃,19℃,阴~晴,东南风 ,1级,12:21:41,"75
                                       "
2023-09-19 星期二 ,24℃,15℃,阴~晴,东北风 ,2级,12:19:05,"37
                                       "
2023-09-20 星期三 ,27℃,15℃,多云,东北风 ,1级,12:16:30,"23
                                       "
2023-09-21 星期四 ,28℃,16℃,晴~多云,西南风 ,1级,12:13:53,"24
                                       "
2023-09-22 星期五 ,27℃,16℃,多云,东北风 ,3级,12:11:17,"43
                                       "
2023-09-23 星期六 ,25℃,15℃,阴~多云,东南风 ,2级,12:08:41,"29
                                       "
2023-09-24 星期日 ,21℃,15℃,小雨~多云,西南风 ,1级,12:06:05,"33
                                       "
2023-09-25 星期一 ,22℃,15℃,阴~多云,西南风 ,1级,12:03:29,"45
                                       "
2023-09-26 星期二 ,24℃,16℃,阴~多云,西南风 ,2级,12:00:53,"45
                                       "
2023-09-27 星期三 ,28℃,13℃,阴~晴,西北风 ,2级,11:58:16,"64
                                       "
2023-09-28 星期四 ,26℃,15℃,阴,西南风 ,1级,11:55:40,"53
                                       "
2023-09-29 星期五 ,27℃,14℃,多云~晴,西北风 ,2级,11:53:03,"27
                                       "
2023-09-30 星期六 ,25℃,11℃,晴,西北风 ,3级,11:50:28,"42
                                       "
2023-10-01 星期日 ,26℃,11℃,晴,西南风 ,1级,11:47:52,"21
                                       "
2023-10-02 星期一 ,23℃,14℃,阴~多云,西南风 ,2级,11:45:16,"27
                                       "
2023-10-03 星期二 ,25℃,15℃,多云,西南风 ,2级,11:42:40,"49
                                       "
2023-10-04 星期三 ,24℃,9℃,阴~晴,西北风 ,3级,11:40:04,"55
                                       "
2023-10-05 星期四 ,21℃,12℃,阴~多云,西南风 ,1级,11:37:29,"22
                                       "
2023-10-06 星期五 ,22℃,11℃,阴~多云,东风 ,1级,11:34:54,"22
                                       "
2023-10-07 星期六 ,22℃,11℃,多云~小雨,西南风 ,2级,11:32:19,"35
                                       "
2023-10-08 星期日 ,22℃,12℃,阴~多云,西北风 ,2级,11:29:44,"58
                                       "
2023-10-09 星期一 ,23℃,10℃,阴~晴,北风 ,3级,11:27:10,"43
                                       "
2023-10-10 星期二 ,23℃,10℃,多云~晴,南风 ,1级,11:24:36,"20
                                       "
2023-10-11 星期三 ,23℃,12℃,晴~小雨,西南风 ,2级,11:22:02,"27
                                       "
2023-10-12 星期四 ,20℃,12℃,小雨,西南风 ,2级,11:19:28,"50
                                       "
2023-10-13 星期五 ,22℃,9℃,阴~晴,西北风 ,3级,11:16:54,"91
                                       "
2023-10-14 星期六 ,24℃,10℃,晴,西北风 ,2级,11:14:21,"58
                                       "
2023-10-15 星期日 ,23℃,7℃,晴,东北风 ,2级,11:11:49,"22
                                       "
2023-10-16 星期一 ,21℃,8℃,晴,南风 ,1级,11:09:17,"27
                                       "
2023-10-17 星期二 ,21℃,14℃,晴~小雨,西南风 ,1级,11:06:46,"34
                                       "
2023-10-18 星期三 ,22℃,11℃,阴~多云,西北风 ,3级,11:04:15,"59
                                       "
2023-10-19 星期四 ,20℃,6℃,多云~晴,西北风 ,3级,11:01:45,"31
                                       "
2023-10-20 星期五 ,18℃,5℃,晴,西北风 ,3级,10:59:15,"19
                                       "
2023-10-21 星期六 ,22℃,6℃,晴,西南风 ,1级,10:56:46,"23
                                       "
2023-10-22 星期日 ,23℃,7℃,晴,南风 ,1级,10:54:17,"167
                                       "
2023-10-23 星期一 ,20℃,8℃,晴~雾,西南风 ,1级,10:51:50,"109
                                       "
2023-10-24 星期二 ,23℃,9℃,晴,西南风 ,1级,10:49:23,"34
                                       "
2023-10-25 星期三 ,27℃,10℃,晴,西北风 ,2级,10:46:56,"64
                                       "
2023-10-26 星期四 ,22℃,6℃,晴,南风 ,2级,10:44:31,"43
                                       "
2023-10-27 星期五 ,22℃,7℃,阴~晴,西南风 ,1级,10:42:06,"43
                                       "
2023-10-28 星期六 ,21℃,9℃,晴~雾,东风 ,1级,10:39:43,"40
                                       "
2023-10-29 星期日 ,19℃,11℃,晴~雾,东北风 ,1级,10:37:20,"55
                                       "
2023-10-30 星期一 ,22℃,11℃,阴~雾,东北风 ,1级,10:34:59,"24
                                       "
2023-10-31 星期二 ,20℃,12℃,多云~雾,东南风 ,1级,10:32:37,"18
                                       "
2023-11-01 星期三 ,22℃,12℃,多云~雾,东南风 ,1级,10:30:18,"19
                                       "
2023-11-02 星期四 ,20℃,9℃,多云~晴,西北风 ,2级,10:28:00,"17
                                       "
2023-11-03 星期五 ,17℃,6℃,阴~多云,东南风 ,2级,10:25:42,"35
                                       "
2023-11-04 星期六 ,16℃,10℃,阴~小雨,东南风 ,1级,10:23:27,"57
                                       "
2023-11-05 星期日 ,11℃,5℃,中雨~阴,东北风 ,2级,10:21:11,"69
                                       "
2023-11-06 星期一 ,8℃,0℃,多云~晴,西北风 ,4级,10:18:59,"25
                                       "
2023-11-07 星期二 ,12℃,2℃,多云,南风 ,2级,10:16:46,"18
                                       "
2023-11-08 星期三 ,14℃,2℃,晴,东北风 ,1级,10:14:37,"40
                                       "
2023-11-09 星期四 ,8℃,-2℃,晴,西北风 ,4级,10:12:27,"55
                                       "
2023-11-10 星期五 ,5℃,-4℃,阴~多云,北风 ,2级,10:10:20,"88
                                       "
2023-11-11 星期六 ,7℃,-2℃,晴~多云,西北风 ,2级,10:08:14,"150
                                       "
2023-11-12 星期日 ,6℃,-4℃,晴,西北风 ,3级,10:06:10,"123
                                       "
2023-11-13 星期一 ,7℃,-3℃,阴~多云,西南风 ,1级,10:04:09,"23
                                       "
2023-11-14 星期二 ,11℃,-2℃,晴~多云,西南风 ,1级,10:02:09,"25
                                       "
2023-11-15 星期三 ,9℃,2℃,阴,西南风 ,1级,10:00:10,"54
                                       "
2023-11-16 星期四 ,11℃,-1℃,阴~晴,西北风 ,3级,9:58:14,"63
                                       "
2023-11-17 星期五 ,9℃,-2℃,晴,西北风 ,4级,9:56:20,"46
                                       "
2023-11-18 星期六 ,11℃,0℃,晴,西南风 ,1级,9:54:28,"28
                                       "
2023-11-19 星期日 ,17℃,0℃,晴,北风 ,2级,9:52:38,"20
                                       "
2023-11-20 星期一 ,15℃,1℃,多云,西南风 ,1级,9:50:51,"20
                                       "
2023-11-21 星期二 ,12℃,3℃,多云,东北风 ,1级,9:49:06,"36
                                       "
2023-11-22 星期三 ,16℃,-2℃,多云,西北风 ,2级,9:47:23,"51
                                       "
2023-11-23 星期四 ,1℃,-8℃,晴,西北风 ,4级,9:45:43,"56
                                       "
2023-11-24 星期五 ,1℃,-6℃,晴~多云,北风 ,1级,9:44:05,"80
                                       "
2023-11-25 星期六 ,1℃,-6℃,阴~多云,南风 ,2级,9:42:30,"99
                                       "
2023-11-26 星期日 ,2℃,-5℃,阴~晴,东南风 ,1级,9:40:58,"107
                                       "
2023-11-27 星期一 ,10℃,-5℃,多云,西北风 ,3级,9:39:28,"174
                                       "
2023-11-28 星期二 ,4℃,-4℃,多云~晴,西南风 ,2级,9:38:02,"147
                                       "
2023-11-29 星期三 ,1℃,-5℃,晴,西北风 ,4级,9:36:39,"83
                                       "
2023-11-30 星期四 ,3℃,-6℃,晴,西北风 ,3级,9:35:17,"56
                                       "
2023-12-01 星期五 ,3℃,-6℃,晴,西北风 ,1级,9:34:01,"41
                                       "
2023-12-02 星期六 ,10℃,-5℃,阴~晴,北风 ,2级,9:32:46,"76
                                       "
2023-12-03 星期日 ,9℃,-4℃,晴,西南风 ,1级,9:31:34,"104
                                       "
2023-12-04 星期一 ,10℃,-3℃,阴~晴,北风 ,1级,9:30:26,"72
                                       "
2023-12-05 星期二 ,8℃,-1℃,多云,西风 ,1级,9:29:22,"19
                                       "
2023-12-06 星期三 ,11℃,-2℃,晴,西北风 ,2级,9:28:21,"19
                                       "
2023-12-07 星期四 ,9℃,-2℃,多云~晴,东北风 ,1级,9:27:23,"29
                                       "
2023-12-08 星期五 ,12℃,-2℃,多云~晴,西北风 ,1级,9:26:29,"69
                                       "
2023-12-09 星期六 ,8℃,-3℃,多云,东南风 ,1级,9:25:38,"42
                                       "
2023-12-10 星期日 ,0℃,-4℃,阴~小雪,东南风 ,2级,9:24:51,"19
                                       "
2023-12-11 星期一 ,-1℃,-7℃,阴~多云,西风 ,1级,9:24:08,"22
                                       "
2023-12-12 星期二 ,-2℃,-4℃,多云~阴,南风 ,2级,9:23:28,"35
                                       "
2023-12-13 星期三 ,-1℃,-5℃,中雪,东风 ,2级,9:22:52,"42
                                       "
2023-12-14 星期四 ,-3℃,-7℃,中雪~小雪,东南风 ,1级,9:22:19,"49
                                       "
2023-12-15 星期五 ,-4℃,-13℃,阴~多云,西北风 ,3级,9:21:51,"67
                                       "
2023-12-16 星期六 ,-7℃,-16℃,晴,西北风 ,4级,9:21:26,"55
                                       "
2023-12-17 星期日 ,-6℃,-14℃,晴~多云,西南风 ,1级,9:21:06,"45
                                       "
2023-12-18 星期一 ,-4℃,-12℃,阴~晴,东南风 ,1级,9:20:49,"62
                                       "
2023-12-19 星期二 ,-6℃,-12℃,多云~晴,西北风 ,4级,9:20:36,"123
                                       "
2023-12-20 星期三 ,-7℃,-15℃,晴,西北风 ,3级,9:20:27,"163
                                       "
2023-12-21 星期四 ,-5℃,-13℃,晴,西北风 ,3级,9:20:22,"27
                                       "
2023-12-22 星期五 ,-3℃,-11℃,晴~多云,西北风 ,1级,9:20:20,23
2023-12-23 星期六 ,0℃,-9℃,晴,西北风 ,2级,9:20:24,33
2023-12-24 星期日 ,0℃,-9℃,阴~晴,西北风 ,2级,9:20:30,123
2023-12-25 星期一 ,1℃,-7℃,晴~多云,西南风 ,1级,9:20:41,45
2023-12-26 星期二 ,3℃,-7℃,多云~晴,东北风 ,1级,9:20:55,56
2023-12-27 星期三 ,2℃,-9℃,晴,西北风 ,1级,9:21:14,89
2023-12-28 星期四 ,4℃,-8℃,晴,西北风 ,1级,9:21:37,89
2023-12-29 星期五 ,3℃,-6℃,多云~阴,西北风, 微,9:22:03,155
2023-12-30 星期六 ,2℃,-2℃,多云~晴,西北风 ,1级,9:22:33,166
2023-12-31 星期日 ,5℃,-8℃,晴~多云,北风 ,2级,9:23:07,177
